# distance (pc) velocity (km/s)
32000.0    170
34000.0    290
214000.0  -130
263000.0  -70
275000.0  -185
275000.0  -220
450000.0   200
500000.0   290
500000.0   270
630000.0   200
800000.0   300
900000.0  -30
900000.0   650
900000.0   150
900000.0   500
1000000.0  920
1100000.0  450
1100000.0  500
1400000.0  500
1700000.0  960
2000000.0  500
2000000.0  850
2000000.0  800
2000000.0  1090
